anime_id,anime,rating
26453,Tribe Cool Crew,7.05
5992,Tsuyoshi Shikkari Shinasai,7.05
2006,Yu°ÓGi°ÓOh! (1999),7.05
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,7.04
3266,Ai Yori Aoshi: Enishi - Miyuki,7.04
3359,Amatsuki,7.04
280,Animal Yokochou,7.04
1797,Animation Seisaku Shinkou Kuromi-chan,7.04
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,7.04
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.04
17827,Daitoshokan no Hitsujikai,7.04
8624,Digimon Xros Wars,7.04
28221,Etotama,7.04
5155,Genji Monogatari Sennenki,7.04
19261,Gintama x Mameshiba,7.04
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,7.04
2280,Hare Tokidoki Buta (TV),7.04
2999,Hi no Tori: Yamato-hen,7.04
10079,Hoshizora e Kakaru Hashi,7.04
21511,Kantai Collection: KanColle,7.04
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7.04
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,7.04
580,Kogepan,7.04
10122,Kowarekake no Orgel Special,7.04
1431,Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,7.04
1504,Macross Flash Back 2012,7.04
31884,Mahoutsukai Precure!,7.04
1951,Manie-Manie: Meikyuu Monogatari,7.04
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,7.04
30514,Nisekoimonogatari,7.04
12591,Ojamajo Doremi OVA,7.04
32634,Okusama ga Seitokaichou!: Okusama Gekijou,7.04
33606,One Piece Film: Gold Episode 0 - 711 ver.,7.04
17115,Pokemon Best Wishes! Season 2: Episode N,7.04
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,7.04
16678,Pokemon: Pikachu to Eevee Friends,7.04
32160,Precure All Stars Movie: Minna de Utau? - Kiseki no Mahou,7.04
31559,Prince of Stride: Alternative,7.04
5996,Prince of Tennis: Oshougatsu Special,7.04
1357,Shin Hokuto no Ken,7.04
28625,Shisha no Teikoku,7.04
7768,Tantei Opera Milky Holmes,7.04
4208,Tetsujin 28-gou (1980),7.04
2625,The°ÓDoraemons: The Mysterious Thief Dorapan The Mysterious Cartel,7.04
4166,To Heart 2 AD,7.04
687,Tokyo Mew Mew,7.04
711,Uchuu Senkan Yamato (Movie),7.04
8422,Vampire Knight: Gekiai no Portrait,7.04
2746,Vexille: 2077 Nihon Sakoku,7.04
19023,"Wake Up, Girls!",7.04
6165,White Album 2nd Season,7.04
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,7.04
1249,"Zone of the Enders: Dolores, I",7.04
31763,Accel World: Infinite°ﬁBurst,7.03
1762,Arslan Senki,7.03
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,7.03
11703,Code:Breaker,7.03
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,7.03
12035,Dwaejiui Wang,7.03
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,7.03
1929,Futari wa Precure: Max Heart,7.03
981,Ichigo 100% OVA,7.03
20945,Iron Kid,7.03
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,7.03
5968,Kinnikuman II Sei: Ultimate Muscle 2,7.03
18045,Koi to Senkyo to Chocolate Special,7.03
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,7.03
1032,Kumo no You ni Kaze no You ni,7.03
33197,Lostorage Incited WIXOSS,7.03
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,7.03
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,7.03
2613,Mirai Shounen Conan 2: Taiga Daibouken,7.03
2235,Mizu no Kotoba,7.03
1174,Munto,7.03
31442,Musaigen no Phantom World,7.03
229,Ninin ga Shinobuden,7.03
28431,Pokemon Omega Ruby &amp; Alpha Sapphire: Mega Special Animation,7.04
6201,Princess Lover!,7.03
1954,Rayearth,7.03
1942,Rocket Girls,7.03
28105,Shirobako Specials,7.03
33491,Shounen Maid Special,7.03
508,Tottoko Hamtarou,7.03
1549,1000-nen Joou: Queen Millennia,7.02
2832,Ani*Kuri15,7.02
971,Astro Boy: Tetsuwan Atom,7.02
4999,Asu no Yoichi!,7.02
23369,Bakuman. 2nd Season Special,7.02
1668,Bakuten Shoot Beyblade G Revolution,7.02
1186,Battle Athletess Daiundoukai (TV),7.02
8440,Black Lagoon Omake,7.02
3456,Candy°ÓBoy: Side Story For Archive,7.02
2118,Captain Tsubasa: Europe Daikessen,7.02
1890,Clover,7.02
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,7.02
956,Daikuu Maryuu Gaiking,7.02
24169,Detective Conan: The Fugitive Kogorou Mouri,7.02
3031,Digimon Frontier: Ornismon Fukkatsu!!,7.02
993,Dual Parallel! Trouble Adventures Special,7.02
7559,Fate/stay night TV Reproduction,7.02
126,Futakoi Alternative,7.02
3519,Garakuta-doori no Stain,7.02
4240,Ginga Senpuu Braiger,7.02
12481,Gregory Horror Show: The Second Guest,7.02
2230,Hana no Ko Lunlun,7.02
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,7.02
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,7.02
1192,Kakurenbo,7.02
2487,Kyouryuu Boukenki Jura Tripper,7.02
10213,Maji de Watashi ni Koi Shinasai!,7.02
2501,Papuwa,7.02
2201,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,7.02
212,Project A-Ko,7.02
11227,Rinne no Lagrange,7.02
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,7.01
419,Samurai Deeper Kyou,7.02
8677,Sangokushi (1985),7.02
11751,"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...",7.02
7375,Shakugan no Shana S Specials,7.02
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,7.02
1587,Tenpou Ibun: Ayakashi Ayashi,7.02
2715,Totsuzen! Neko no Kuni Banipal Witt,7.02
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",7.02
1111,Vandread: Gekitou-hen,7.02
31909,Wakaba*Girl: Onsen Tsukaritai,7.02
1024,Wei? Kreuz OVA,7.02
1248,Zone of the Enders: Idolo,7.02
29223,Aldnoah.Zero Extra Archives,7.01
5755,Aoki Ryuusei SPT Layzner OVA,7.01
492,Armitage III: Dual-Matrix,7.01
405,Blood: The Last Vampire,7.01
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,7.01
3690,Chou Hatsumei Boy Kanipan,7.01
2055,Coo: Tooi Umi kara Kita Coo,7.01
2722,Crusher Joe: The Movie,7.01
12565,Fate/Prototype,7.01
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,7.01
6734,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,7.01
3854,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,7.01
7109,Gyouten Ningen Batsealer,7.01
3710,Hakaba Kitarou,7.01
3227,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,7.01
4190,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,7.01
31234,Himouto! Umaru-chanS,7.01
5043,Hurricane Live! 2032,7.01
8277,Hyakka Ryouran: Samurai Girls,7.01
641,Ichigo 100% Special 2,7.01
20423,Kamisama no Inai Nichiyoubi: Kioku,7.01
5914,Kanamemo,7.01
15783,Lupin III: Touhou Kenbunroku - Another Page,7.01
193,Maburaho,7.01
2016,Mermaid Forest OVA,7.01
1040,Mizuiro Jidai,7.01
9693,Moshidora,7.01
3615,Neo Angelique Abyss,7.01
5023,Ninpuu Kamui Gaiden,7.01
561,Sakura Taisen,7.01
1166,Sakura Taisen: Gouka Kenran,7.01
4332,Seigi wo Aisuru Mono Gekkou Kamen,7.01
2029,Sirius no Densetsu,7.01
20021,Sword Art Online: Extra Edition,7
12727,Thermae Romae Specials,7.01
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By,7.01
1129,UFO Princess Valkyrie: Special,7.01
1481,"Urusei Yatsura: Haru da, Tobidase!",7.01
30355,Wakaba*Girl,7.01
11837,Zetman,7.01
9547,Alps no Shoujo Heidi (1979),7
3631,Aoi Blink,7
750,Binchou-tan,7
6246,Black Jack: Sora kara Kita Kodomo,7
25437,Brothers Conflict OVA,7
2684,Buzzer Beater 2nd Season,7
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,7
32483,Cheer Danshi!!,7
514,Cossette no Shouzou,7
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,7
124,Fushigi Yuugi: Eikouden,7
9154,Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue,7
2215,Kishin Taisen Gigantic Formula,7
5091,Manga Sarutobi Sasuke,7
3462,Minky Momo in Yume ni Kakeru Hashi,7
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,7
33546,Monster Strike: Mermaid Rhapsody,7
1792,Overman King Gainer,7
13377,Recorder to Randoseru Re?,7
19365,Samurai Flamenco,7
30806,Schwarzesmarken,7
884,Shin Angyo Onshi,7
19841,Super Seisyun Brothers,7
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,7
21851,Tesagure! Bukatsumono Encore,7
5830,Tsurupika Hagemaru-kun,7
3501,Wellber no Monogatari: Sisters of Wellber Zwei,7
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.99
2274,CLAMP in Wonderland,6.99
1841,Dai Mahou Touge Omake,6.99
292,Dear Boys,6.99
896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,6.99
118,El Hazard 2: The Magnificent World,6.99
2973,Fire Tripper,6.99
603,Futari wa Precure,6.99
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,6.99
2569,Jungle Book Shounen Mowgli,6.99
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.99
2772,Juushin Enbu: Hero Tales,6.99
1768,Kikaider 01 The Animation,6.99
5967,Kinnikuman II Sei: Ultimate Muscle,6.99
3547,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,6.99
5891,Kousoku Denjin Albegus,6.99
20889,Kuro no Sumika: Chronus,6.99
6794,Kurokami: Tora to Tsubasa,6.99
13247,Lupin III: Lupin Ikka Seizoroi,6.99
32153,Mahou Shoujo Madoka°ÔMagica: Concept Movie,6.99
2707,Majime ni Fumajime Kaiketsu Zorori,6.99
1509,Mamotte! Lollipop,6.99
1935,Megazone 23,6.99
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.99
800,NieA Under 7,6.99
4054,Norimono Oukoku BuBu ChaCha,6.99
9884,Osomatsu-kun,6.99
31756,Owari no Seraph: The Beginning of the End,6.99
2363,Pokemon Housoukyoku,6.99
6973,Senkou no Night Raid,6.99
8800,Senkou no Night Raid Specials,6.99
1703,Tokyo Tribe 2,6.99
2492,Touch 2: Sayonara no Okurimono,6.99
3317,Uchuusen Sagittarius,6.99
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,6.99
1923,Urusei Yatsura Movie 4: Lum The Forever,6.99
2087,VS Knight Lamune &amp; 40 Fire,6.99
3196,Wakakusa no Charlotte,6.99
2554,Ai Shoujo Pollyanna Story,6.98
28391,Ao no Kanata no Four Rhythm,6.98
812,Chikyuu Shoujo Arjuna,6.98
2090,Choujikuu Seiki Orguss 02,6.98
10259,Da Yu Hai Tang,6.98
1837,Dokkoida,6.98
2646,Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries,6.98
1930,Futari wa Precure: Max Heart Movie 1,6.98
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.98
30039,Future Card Buddyfight 100,6.98
10604,Hidan no Aria Special,6.98
31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),6.98
3349,Kiddy GiRL-AND,6.98
28423,Kyoukai no Rinne (TV),6.98
10893,Kyousou Giga,6.98
6209,Macross 7 Plus,6.98
89,Mobile Suit Victory Gundam,6.98
5395,Nekketsu Saikyou Go-Saurer,6.98
18095,Nourin,6.98
10549,Precure All Stars GoGo Dream Live!,6.98
12863,Pretty Rhythm: Dear My Future,6.98
9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,6.98
300,3x3 Eyes,6.97
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.97
8092,Bakumatsu no Spasibo,6.97
25045,Barakamon: Mijikamon,6.97
11241,Brave 10,6.97
1817,DearS: Kin no Tama desu no?,6.97
25907,Glass no Hana to Kowasu Sekai,6.97
261,Happy°ÓLesson: Advance,6.97
24347,Inazuma Eleven: Chou Jigen Dream Match,6.97
2757,Juuni Senshi Bakuretsu Eto Ranger,6.97
1501,Kaleido Star: Good da yo! Goood!!,6.97
9675,Kami nomi zo Shiru Sekai: Flag 0,6.97
2243,Karasu Tengu Kabuto,6.97
1804,Koko wa Green Wood,6.97
1423,Lupin III: Napoleon no Jisho wo Ubae,6.97
1398,Macross Dynamite 7,6.97
2223,Maple Town Monogatari,6.97
4086,Muka Muka Paradise,6.97
6890,Ontama!,6.97
6031,Osu!! Karate Bu,6.97
23849,Pokemon XY: Sora no Hahen,6.97
6112,Shin Koihime?Musou,6.97
1727,Shinkyoku Soukai Polyphonica,6.97
8017,Soukou Kihei Votoms: Gen-ei Hen,6.97
21195,Soul Eater: Late Night Show,6.97
3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,6.97
21065,Yakusoku (ONA),6.97
882,Yuu°ÓYuu°ÓHakusho (Movie),6.97
9875,Anime Tenchou x Touhou Project,6.96
2682,Aoki Densetsu Shoot! (Movie),6.96
14751,Bishoujo Senshi Sailor Moon Crystal,6.96
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,6.96
12549,"Dakara Boku wa, H ga Dekinai.",6.96
1795,Dirty Pair: Bouryaku no 005-bin,6.96
2520,Dragon Ball Specials,6.96
266,Gunparade March: Arata Naru Kougunka,6.96
262,Happy°ÓLesson: The Final,6.96
1956,Ikkitousen: Dragon Destiny,6.96
4196,Ikkitousen: Great Guardians,6.96
17497,Jewelpet Happiness,6.96
5045,Kamen no Maid Guy OVA,6.96
20745,Love Live! School Idol Project OVA,6.96
34447,Masou Gakuen HxH Specials,6.96
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,6.96
9988,Otome wa Boku ni Koishiteru: Futari no Elder,6.96
10346,Ring ni Kakero 1: Sekai Taikai-hen,6.96
7845,Seton Doubutsuki,6.96
19285,Shingeki no Kyojin: Ano Hi Kara,6.96
1603,Super Robot Taisen OG: Divine Wars,6.96
391,Tales of Phantasia The Animation,6.96
20473,Teekyuu 3,6.96
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.96
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,6.96
2728,TWO-MIX: White Reflection,6.96
743,Umi ga Kikoeru,6.96
33589,ViVid Strike!,6.96
595,X OVA,6.96
4548,Yozakura Quartet,6.96
313,Ace wo Nerae! (1979),6.95
244,Agatha Christie no Meitantei Poirot to Marple,6.95
1214,Binbou Shimai Monogatari,6.95
2259,Dr. Rin ni Kiitemite!,6.95
32741,Girls und Panzer der Film: Fushou - Akiyama Yukari no Sensha Kouza,6.94
1859,Grappler Baki,6.95
29101,Grisaia no Kajitsu Specials,6.95
7580,Ikkitousen: Xtreme Xecutor,6.95
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.",6.95
1230,Innocent Venus,6.95
21671,Keroro,6.96
11079,Kill Me Baby,6.95
1707,Kinnikuman II Sei,6.95
670,Lamune,6.95
630,Mahoutsukai Tai!,6.95
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,6.95
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,6.95
7367,Naruto: The Cross Roads,6.95
9568,Peace Maker Kurogane Special,6.95
33569,Re:Petit kara Hajimeru Isekai Seikatsu,6.95
5940,Seiken no Blacksmith,6.95
23201,Sengoku Basara: Judge End,6.95
538,Shin Tenchi Muyou!,6.95
1517,Silent Mobius,6.95
3086,Strait Jacket,6.95
423,Stratos 4 Advance,6.95
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,6.95
4532,Taiyou no Yuusha Fighbird,6.95
10622,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,6.95
9005,To Heart 2 Adnext,6.95
19157,Youkai Watch,6.95
285,Argento Soma,6.94
5311,Astroganger,6.94
109,Bakuretsu Tenshi,6.94
29589,Denpa Kyoushi (TV),6.94
115,El Hazard: The Alternative World,6.94
25011,Fate/kaleid liner Prisma°ÓIllya 2wei! Specials,6.95
10348,Fireball Charming,6.94
13281,FlashBack,6.94
3367,Furusato Japan,6.94
25719,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.94
4353,Gakuen Heaven: Hamu Hamu Heaven,6.94
2793,Hi no Tori 2772: Ai no CosmoZone,6.94
1448,Hyakujuu-Ou GoLion,6.94
1654,Kashimashi: Girl Meets Girl OVA,6.94
7333,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,6.94
3991,Mahou Shoujo-tai Arusu the Adventure,6.94
23945,Majimoji Rurumo,6.94
1018,Majutsushi Orphen: Revenge,6.94
7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.94
5249,Mitsume ga Tooru,6.94
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,6.94
25805,Pokemon the Movie XY: Ring no Choumajin Hoopa,6.94
9806,Qin Shiming Yue Zhi: Bai Bu Fei Jian,6.94
14627,Recorder to Randoseru,6.94
2965,Suteki Tantei Labyrinth,6.94
544,Venus Senki,6.94
2316,Akakichi no Eleven,6.93
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,6.93
6032,Aquarion Movie: Ippatsu Gyakuten-hen,6.93
13029,Arashi no Yoru ni: Himitsu no Tomodachi,6.93
9618,Asobi ni Iku yo!: Asobi ni Oide,6.93
4151,Blade of the Immortal,6.93
1068,Chou Denji Robo Combattler V,6.93
8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.93
62,D.C.: Da Capo,6.93
17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.93
2645,Dorami &amp; Doraemons: Space Land&#039;s Critical Event,6.93
894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,6.93
9330,Dragon Crisis!,6.93
6055,F,6.93
4124,Futari wa Precure: Splash°ÓStar Movie - Tick Tack Kiki Ippatsu!,6.93
4856,Fuuma no Kojirou: Fuuma Hanran-hen,6.93
1760,Golgo 13,6.93
6726,Hanasakeru Seishounen Recaps,6.93
4334,Heroman,6.93
509,I My Me! Strawberry Eggs,6.93
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,6.93
3129,Kaibutsu-kun,6.93
4485,Kasei Yakyoku,6.93
1420,Lupin III: Russia yori Ai wo Komete,6.93
1502,Mahou Shoujo Pretty Sammy (1996),6.93
6199,Mai-Otome Zwei Special,6.93
4406,Mazinger Z tai Ankoku Daishougun,6.93
10370,Metal Fight Beyblade 4D,6.93
2614,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,6.93
2231,Miyuki,6.93
7474,"Onegai°ÓTeacher: Marie, Ai no Gekijou",6.93
14685,Onegai°ÓTeacher: Reminiscence Disc,6.93
9883,Osomatsu-kun (1988),6.93
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,6.93
3765,Pygmalio,6.93
2510,Sengoku Majin Goushougun,6.93
3098,Shutsugeki! Machine Robo Rescue,6.93
2420,Spirit of Wonder: Shounen Kagaku Club,6.93
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.93
5734,Tayutama: Kiss on My Deity,6.93
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.93
4066,Tytania,6.93
10513,Usavich IV,6.93
6709,Ai Yori Aoshi: Yumegatari,6.92
5104,Andes Shounen Pepero no Bouken,6.92
2212,Bakuretsu Tenshi: Infinity Specials,6.92
404,Bastard!!: Ankoku no Hakaishin,6.92
27737,Battle Spirits: Burning Soul,6.92
2131,Bokusatsu Tenshi Dokuro-chan 2,6.92
1629,Devilman Lady,6.92
4854,Fuuma no Kojirou: Yasha-hen,6.92
3646,Glass no Usagi,6.92
24909,Kaitou Joker,6.92
21333,Kazoku no Hanashi,6.92
146,Kono Minikuku mo Utsukushii Sekai,6.92
554,Koutetsu Tenshi Kurumi,6.92
4074,Kouya no Yobigoe: Hoero Buck,6.92
3425,Meiken Lassie,6.92
2933,Mirai Keisatsu Urashiman,6.92
1290,Mobile Police Patlabor: WXIII,6.92
4936,Ninja Hattori-kun,6.92
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,6.92
1882,Sasami: Mahou Shoujo Club 2,6.92
6056,Sasuke,6.92
30464,Shinmai Maou no Testament Specials,6.92
4075,Super Robot Taisen OG: Divine Wars Special,6.92
3159,The Kabocha Wine,6.92
33037,Tsukiuta. The Animation,6.92
278,Viewtiful Joe,6.92
4083,Wonder Beat Scramble,6.92
20545,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.92
2928,.hack//G.U. Returner,6.91
13053,Aimai Elegy,6.91
26449,Akame ga Kill! Recap,6.91
3193,Asobot Senki Gokuu,6.91
2205,Bakuretsu Tenshi: Infinity,6.91
33041,Bubuki Buranki: Hoshi no Kyojin,6.91
694,Canvas 2: Niji-iro no Sketch,6.91
1219,Chocotto Sister,6.91
15633,Code:Breaker OVA,6.91
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,6.91
14893,"Dakara Boku wa, H ga Dekinai. OVA",6.91
25383,Doraemon Movie 35: Nobita no Space Heroes,6.91
8536,Fortune Arterial: Akai Yakusoku,6.91
4855,Fuuma no Kojirou: Seiken Sensou-hen,6.91
13287,Galaxy Angel Specials,6.91
2494,Goshuushou-sama Ninomiya-kun,6.91
649,Hanaukyou Maid-tai: La Verite,6.91
21407,Happiness Charge Precure!,6.91
1645,Harlock Saga: Nibelung no Yubiwa,6.91
1721,Hitohira,6.91
15377,Hyakka Ryouran: Samurai Bride,6.91
8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,6.91
727,Kingyo Chuuihou!,6.91
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.91
8078,Kure-nai OVA,6.91
3948,Mahou Sensei Negima! Introduction Film,6.91
6741,Makai Senki Disgaea: Welcome to Netherworld,6.91
10945,Maria?Holic Alive Special,6.91
1469,Monster Farm: Enbanseki no Himitsu,6.91
942,Nishi no Yoki Majo: Astraea Testament,6.91
29129,Ookami Shoujo to Kuro Ouji Recap,6.91
2611,Panda Kopanda,6.91
1638,Peter Pan no Bouken,6.91
33420,RESTART POiNTER,6.91
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.91
623,Shichinin no Nana,6.91
10297,Shin Koihime?Musou: Otome Tairan OVA,6.91
10502,Tansu Warashi.,6.91
18121,Teekyuu 2,6.91
605,Tenshi ni Narumon!,6.91
5037,Terra e... (TV) Specials,6.91
31430,Terra Formars Revenge,6.91
4804,To Heart 2 AD Plus,6.91
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.91
5763,Uchuu Kuubo Blue Noah,6.91
1112,Vandread: Taidou-hen,6.91
2884,Aachi wa Ssipak,6.9
2688,Akai Koudan Zillion,6.9
27815,Cardfight!! Vanguard G,6.9
12505,C3 Special,6.9
111,Corrector Yui,6.9
2632,Doraemon&#039;s Time Capsule for 2001,6.9
2166,Doujin Work,6.9
3053,Ganbare! Kickers,6.9
128,Gate Keepers 21,6.9
6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.9
487,Girls Bravo: Second Season,6.9
3146,GR: Giant Robo,6.9
1169,Green Legend Ran,6.9
6069,Gregory Horror Show,6.9
2178,Highlander: The Search for Vengeance,6.9
2938,Idol Densetsu Eriko,6.9
704,Kanon Kazahana,6.9
5859,Kiddy GiRL-AND Pilot,6.9
219,Kidou Senkan Nadesico: The Prince of Darkness,6.9
4073,Kyouryuu Daisensou Aizenborg,6.9
7135,Mahou Sensei Negima! Anime Final,6.9
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,6.9
860,Makai Senki Disgaea,6.9
3162,Makiba no Shoujo Katri,6.9
8410,Metal Fight Beyblade: Baku,6.9
88,Mobile Suit Gundam F91,6.9
13201,Monster Farm: Legend e no Michi,6.9
21325,Pupipo!,6.9
30365,Shinmai Maou no Testament Burst OVA,6.9
7396,Shuffle! Prologue,6.9
2584,Soukou Kihei Votoms: Big Battle,6.9
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,6.9
1127,UFO Princess Valkyrie,6.9
29087,Wangpai Yushi,6.9
965,Yoshinaga-san&#039;chi no Gargoyle,6.9
886,Amaenaide yo!! Katsu!!,6.89
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,6.89
16419,Dokidoki! Precure,6.89
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.89
1599,Eat-Man &#039;98,6.89
6418,Eyeshield 21: Jump Festa 2005 Special,6.89
1800,Fatal Fury 2: The New Battle,6.89
2784,Gift: Eternal Rainbow Special,6.89
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.89
3288,Gundam Evolve,6.89
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,6.89
3689,Hatsumei Boy Kanipan,6.89
1898,Hikari to Mizu no Daphne Specials,6.89
30376,Isshuukan Friends.: Tomodachi to no Omoide,6.89
17725,Magical°ÓStar Kanon 100%,6.89
1805,Master Mosquiton,6.89
7590,Mayoi Neko Overrun!,6.89
25375,Moon Pride,6.89
33372,Overlord: Ple Ple Pleiades (OVA),6.89
1597,Panyo Panyo Di Gi Charat,6.89
20743,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.9
7793,Ring ni Kakero 1: Kage Dou-hen,6.89
33031,Shakunetsu no Takkyuu Musume,6.89
2263,Sonic°Ôthe°ÔHedgehog,6.89
12783,Sora no Otoshimono Final: Eternal My Master,6.89
1541,Souten no Ken,6.89
14629,Starship Troopers: Invasion,6.89
8754,Tales of the Abyss Special Fan Disc,6.89
3672,Tottemo! Luckyman,6.89
22117,Witch Craft Works OVA,6.89
27887,Yama no Susume Second Season Specials,6.89
4943,Yousei Florence,6.89
14117,Blood-C: Special Edition,6.88
2964,Blue Drop: Tenshi-tachi no Gikyoku,6.88
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.88
10578,C3,6.88
8366,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,6.88
1755,Di Gi Charat Ohanami Special,6.88
17419,Dog Days&#039; Specials,6.88
296,Dragon Drive,6.88
7435,Dragon Quest: Dai no Daibouken (1991),6.88
12471,Eureka Seven AO,6.88
377,eX-Driver,6.88
